,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
36,TSLA220513C01025000,2022-04-11 3:42PM EDT,1025.0,49.75,0.0,0.0,0.0,-,4,44,3.13%
37,TSLA220513C01030000,2022-04-11 1:02PM EDT,1030.0,52.17,0.0,0.0,0.0,-,21,44,3.13%
38,TSLA220513C01035000,2022-04-11 3:42PM EDT,1035.0,47.63,0.0,0.0,0.0,-,6,38,3.13%
39,TSLA220513C01040000,2022-04-11 1:02PM EDT,1040.0,45.58,0.0,0.0,0.0,-,7,20,3.13%
40,TSLA220513C01045000,2022-04-11 2:33PM EDT,1045.0,44.41,0.0,0.0,0.0,-,50,56,6.25%
41,TSLA220513C01050000,2022-04-11 3:59PM EDT,1050.0,40.0,0.0,0.0,0.0,-,34,47,6.25%
42,TSLA220513C01055000,2022-04-11 2:18PM EDT,1055.0,41.0,0.0,0.0,0.0,-,3,16,6.25%
43,TSLA220513C01060000,2022-04-11 10:35AM EDT,1060.0,43.25,0.0,0.0,0.0,-,7,43,6.25%
44,TSLA220513C01065000,2022-04-11 11:36AM EDT,1065.0,41.22,0.0,0.0,0.0,-,3,13,6.25%
45,TSLA220513C01070000,2022-04-11 2:52PM EDT,1070.0,37.25,0.0,0.0,0.0,-,6,16,6.25%
46,TSLA220513C01075000,2022-04-11 3:11PM EDT,1075.0,36.0,0.0,0.0,0.0,-,4,60,6.25%
47,TSLA220513C01080000,2022-04-11 3:04PM EDT,1080.0,34.8,0.0,0.0,0.0,-,15,38,6.25%
48,TSLA220513C01085000,2022-04-11 1:14PM EDT,1085.0,36.4,0.0,0.0,0.0,-,2,211,6.25%
49,TSLA220513C01090000,2022-04-11 3:45PM EDT,1090.0,29.8,0.0,0.0,0.0,-,25,61,6.25%
50,TSLA220513C01095000,2022-04-11 3:50PM EDT,1095.0,29.31,0.0,0.0,0.0,-,13,36,6.25%
51,TSLA220513C01100000,2022-04-11 3:42PM EDT,1100.0,27.86,0.0,0.0,0.0,-,55,118,6.25%
52,TSLA220513C01105000,2022-04-11 1:01PM EDT,1105.0,27.01,0.0,0.0,0.0,-,5,52,6.25%
53,TSLA220513C01110000,2022-04-11 1:01PM EDT,1110.0,27.11,0.0,0.0,0.0,-,2,32,6.25%
54,TSLA220513C01115000,2022-04-11 3:42PM EDT,1115.0,25.18,0.0,0.0,0.0,-,2,13,6.25%
55,TSLA220513C01120000,2022-04-11 11:05AM EDT,1120.0,26.2,0.0,0.0,0.0,-,2,44,12.50%
56,TSLA220513C01125000,2022-04-11 1:22PM EDT,1125.0,26.3,0.0,0.0,0.0,-,4,35,12.50%
57,TSLA220513C01130000,2022-04-11 2:17PM EDT,1130.0,22.42,0.0,0.0,0.0,-,4,136,12.50%
58,TSLA220513C01135000,2022-04-11 11:56AM EDT,1135.0,21.76,0.0,0.0,0.0,-,7,27,12.50%
59,TSLA220513C01140000,2022-04-11 11:09AM EDT,1140.0,22.0,0.0,0.0,0.0,-,9,24,12.50%
60,TSLA220513C01145000,2022-04-11 3:56PM EDT,1145.0,18.35,0.0,0.0,0.0,-,55,61,12.50%
61,TSLA220513C01150000,2022-04-11 3:53PM EDT,1150.0,17.8,0.0,0.0,0.0,-,20,254,12.50%
62,TSLA220513C01155000,2022-04-11 2:23PM EDT,1155.0,18.25,0.0,0.0,0.0,-,4,9,12.50%
63,TSLA220513C01160000,2022-04-11 3:22PM EDT,1160.0,17.2,0.0,0.0,0.0,-,23,26,12.50%
64,TSLA220513C01165000,2022-04-11 3:25PM EDT,1165.0,17.09,0.0,0.0,0.0,-,9,9,12.50%
65,TSLA220513C01170000,2022-04-11 3:30PM EDT,1170.0,16.08,0.0,0.0,0.0,-,8,9,12.50%
66,TSLA220513C01175000,2022-04-11 3:57PM EDT,1175.0,14.2,0.0,0.0,0.0,-,87,92,12.50%
67,TSLA220513C01180000,2022-04-11 3:59PM EDT,1180.0,14.28,0.0,0.0,0.0,-,5,15,12.50%
68,TSLA220513C01190000,2022-04-11 3:59PM EDT,1190.0,13.28,0.0,0.0,0.0,-,2,22,12.50%
69,TSLA220513C01200000,2022-04-11 3:59PM EDT,1200.0,11.82,0.0,0.0,0.0,-,53,182,12.50%
70,TSLA220513C01210000,2022-04-11 3:37PM EDT,1210.0,11.7,0.0,0.0,0.0,-,7,30,12.50%
71,TSLA220513C01220000,2022-04-11 3:49PM EDT,1220.0,10.2,0.0,0.0,0.0,-,9,15,12.50%
72,TSLA220513C01230000,2022-04-11 11:02AM EDT,1230.0,10.23,0.0,0.0,0.0,-,1,133,12.50%
73,TSLA220513C01240000,2022-04-11 2:34PM EDT,1240.0,8.75,0.0,0.0,0.0,-,79,68,12.50%
74,TSLA220513C01250000,2022-04-11 3:54PM EDT,1250.0,8.35,0.0,0.0,0.0,-,57,65,12.50%
75,TSLA220513C01260000,2022-04-08 3:43PM EDT,1260.0,14.45,0.0,0.0,0.0,-,8,69,12.50%
76,TSLA220513C01270000,2022-04-11 12:38PM EDT,1270.0,7.3,0.0,0.0,0.0,-,39,37,12.50%
77,TSLA220513C01275000,2022-04-11 3:32PM EDT,1275.0,6.75,0.0,0.0,0.0,-,4,45,12.50%
78,TSLA220513C01280000,2022-04-11 10:54AM EDT,1280.0,7.4,0.0,0.0,0.0,-,10,18,12.50%
79,TSLA220513C01290000,2022-04-11 3:54PM EDT,1290.0,5.8,0.0,0.0,0.0,-,6,28,12.50%
80,TSLA220513C01300000,2022-04-11 3:58PM EDT,1300.0,5.4,0.0,0.0,0.0,-,83,100,12.50%
81,TSLA220513C01325000,2022-04-11 3:50PM EDT,1325.0,4.7,0.0,0.0,0.0,-,52,52,25.00%
82,TSLA220513C01350000,2022-04-11 3:32PM EDT,1350.0,3.73,0.0,0.0,0.0,-,54,87,25.00%
83,TSLA220513C01375000,2022-04-11 3:10PM EDT,1375.0,3.25,0.0,0.0,0.0,-,9,162,25.00%
84,TSLA220513C01400000,2022-04-11 1:53PM EDT,1400.0,2.64,0.0,0.0,0.0,-,8,91,25.00%
85,TSLA220513C01425000,2022-04-11 1:56PM EDT,1425.0,2.29,0.0,0.0,0.0,-,4,8,25.00%
86,TSLA220513C01450000,2022-04-11 3:58PM EDT,1450.0,1.7,0.0,0.0,0.0,-,6,14,25.00%
87,TSLA220513C01475000,2022-04-11 2:00PM EDT,1475.0,1.7,0.0,0.0,0.0,-,2,6,25.00%
88,TSLA220513C01500000,2022-04-11 2:50PM EDT,1500.0,1.4,0.0,0.0,0.0,-,74,103,25.00%
89,TSLA220513C01525000,2022-04-11 2:32PM EDT,1525.0,1.07,0.0,0.0,0.0,-,7,8,25.00%
90,TSLA220513C01550000,2022-04-11 9:37AM EDT,1550.0,1.42,0.0,0.0,0.0,-,1,4,25.00%
91,TSLA220513C01575000,2022-04-11 3:54PM EDT,1575.0,0.94,0.0,0.0,0.0,-,31,57,25.00%
92,TSLA220513C01600000,2022-04-11 3:53PM EDT,1600.0,0.9,0.0,0.0,0.0,-,8,54,25.00%
93,TSLA220513C01625000,2022-04-11 3:54PM EDT,1625.0,0.68,0.0,0.0,0.0,-,104,109,25.00%
94,TSLA220513C01650000,2022-04-11 3:55PM EDT,1650.0,0.65,0.0,0.0,0.0,-,67,88,25.00%
95,TSLA220513C01700000,2022-04-11 3:56PM EDT,1700.0,0.53,0.0,0.0,0.0,-,142,1515,25.00%
96,TSLA220513C01725000,2022-04-11 11:59AM EDT,1725.0,0.71,0.0,0.0,0.0,-,4,22,25.00%
97,TSLA220513C01750000,2022-04-11 3:56PM EDT,1750.0,0.39,0.0,0.0,0.0,-,70,86,25.00%
98,TSLA220513C01775000,2022-04-11 3:56PM EDT,1775.0,0.34,0.0,0.0,0.0,-,66,87,25.00%
99,TSLA220513C01800000,2022-04-11 3:56PM EDT,1800.0,0.34,0.0,0.0,0.0,-,50,58,50.00%
100,TSLA220513C01825000,2022-04-11 3:56PM EDT,1825.0,0.3,0.0,0.0,0.0,-,78,83,50.00%
101,TSLA220513C01850000,2022-04-06 2:51PM EDT,1850.0,0.72,0.0,0.0,0.0,-,12,7,50.00%
102,TSLA220513C01875000,2022-04-06 10:18AM EDT,1875.0,0.57,0.0,0.0,0.0,-,1,3,50.00%
103,TSLA220513C01900000,2022-04-07 3:50PM EDT,1900.0,0.59,0.0,0.0,0.0,-,-,71,50.00%
104,TSLA220513C01925000,2022-04-11 12:16PM EDT,1925.0,0.22,0.0,0.0,0.0,-,5,28,50.00%
105,TSLA220513C01950000,2022-04-07 3:50PM EDT,1950.0,0.52,0.0,0.0,0.0,-,-,1203,50.00%
106,TSLA220513C01975000,2022-04-08 10:00AM EDT,1975.0,0.55,0.0,0.0,0.0,-,1,1333,50.00%
107,TSLA220513C02000000,2022-04-08 3:09PM EDT,2000.0,0.66,0.0,0.0,0.0,-,30,1658,50.00%
108,TSLA220513C02025000,2022-04-08 10:37AM EDT,2025.0,0.48,0.0,0.0,0.0,-,1,4,50.00%
109,TSLA220513C02050000,2022-04-07 12:27PM EDT,2050.0,0.45,0.0,0.0,0.0,-,-,10,50.00%
110,TSLA220513C02075000,2022-04-07 3:46PM EDT,2075.0,0.49,0.0,0.0,0.0,-,-,315,50.00%
111,TSLA220513C02100000,2022-04-08 2:40PM EDT,2100.0,0.15,0.0,0.0,0.0,-,3,24,50.00%
112,TSLA220513C02125000,2022-04-06 2:27PM EDT,2125.0,0.29,0.0,0.0,0.0,-,-,1,50.00%
113,TSLA220513C02175000,2022-04-05 2:53PM EDT,2175.0,0.35,0.0,0.0,0.0,-,1,4,50.00%
114,TSLA220513C02200000,2022-04-11 10:38AM EDT,2200.0,0.26,0.0,0.0,0.0,-,6,38,50.00%
