,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
17,TSLA220401C00770000,2022-03-14 3:50PM EDT,770.0,46.0,0.0,0.0,0.0,-,75,69,0.39%
18,TSLA220401C00775000,2022-03-14 3:55PM EDT,775.0,44.23,0.0,0.0,0.0,-,132,95,1.56%
19,TSLA220401C00780000,2022-03-14 3:55PM EDT,780.0,41.35,0.0,0.0,0.0,-,165,139,1.56%
20,TSLA220401C00785000,2022-03-14 3:19PM EDT,785.0,38.15,0.0,0.0,0.0,-,136,90,3.13%
21,TSLA220401C00790000,2022-03-14 3:36PM EDT,790.0,33.69,0.0,0.0,0.0,-,80,102,3.13%
22,TSLA220401C00795000,2022-03-14 3:47PM EDT,795.0,33.4,0.0,0.0,0.0,-,25,93,3.13%
23,TSLA220401C00800000,2022-03-14 3:54PM EDT,800.0,31.95,0.0,0.0,0.0,-,408,881,3.13%
24,TSLA220401C00805000,2022-03-14 2:54PM EDT,805.0,29.22,0.0,0.0,0.0,-,43,83,6.25%
25,TSLA220401C00810000,2022-03-14 3:06PM EDT,810.0,29.3,0.0,0.0,0.0,-,62,123,6.25%
26,TSLA220401C00815000,2022-03-14 3:55PM EDT,815.0,26.4,0.0,0.0,0.0,-,25,114,6.25%
27,TSLA220401C00820000,2022-03-14 3:58PM EDT,820.0,25.0,0.0,0.0,0.0,-,142,188,6.25%
28,TSLA220401C00825000,2022-03-14 3:47PM EDT,825.0,22.89,0.0,0.0,0.0,-,35,104,6.25%
29,TSLA220401C00830000,2022-03-14 3:54PM EDT,830.0,21.5,0.0,0.0,0.0,-,73,294,6.25%
30,TSLA220401C00835000,2022-03-14 3:55PM EDT,835.0,19.9,0.0,0.0,0.0,-,273,120,6.25%
31,TSLA220401C00840000,2022-03-14 3:50PM EDT,840.0,18.7,0.0,0.0,0.0,-,193,225,6.25%
32,TSLA220401C00845000,2022-03-14 12:49PM EDT,845.0,17.76,0.0,0.0,0.0,-,116,182,6.25%
33,TSLA220401C00850000,2022-03-14 3:56PM EDT,850.0,16.9,0.0,0.0,0.0,-,336,857,12.50%
34,TSLA220401C00855000,2022-03-14 3:56PM EDT,855.0,15.4,0.0,0.0,0.0,-,25,111,12.50%
35,TSLA220401C00860000,2022-03-14 2:52PM EDT,860.0,13.28,0.0,0.0,0.0,-,81,351,12.50%
36,TSLA220401C00865000,2022-03-14 3:48PM EDT,865.0,13.0,0.0,0.0,0.0,-,59,119,12.50%
37,TSLA220401C00870000,2022-03-14 3:59PM EDT,870.0,12.11,0.0,0.0,0.0,-,43,231,12.50%
38,TSLA220401C00875000,2022-03-14 3:52PM EDT,875.0,10.6,0.0,0.0,0.0,-,73,234,12.50%
39,TSLA220401C00880000,2022-03-14 3:59PM EDT,880.0,10.33,0.0,0.0,0.0,-,209,379,12.50%
40,TSLA220401C00885000,2022-03-14 3:30PM EDT,885.0,8.8,0.0,0.0,0.0,-,43,98,12.50%
41,TSLA220401C00890000,2022-03-14 3:55PM EDT,890.0,8.75,0.0,0.0,0.0,-,141,183,12.50%
42,TSLA220401C00895000,2022-03-14 3:30PM EDT,895.0,7.79,0.0,0.0,0.0,-,32,36,12.50%
43,TSLA220401C00900000,2022-03-14 3:59PM EDT,900.0,7.15,0.0,0.0,0.0,-,544,2006,12.50%
44,TSLA220401C00905000,2022-03-14 3:45PM EDT,905.0,6.75,0.0,0.0,0.0,-,23,53,12.50%
45,TSLA220401C00910000,2022-03-14 3:22PM EDT,910.0,6.11,0.0,0.0,0.0,-,238,395,12.50%
46,TSLA220401C00915000,2022-03-14 3:39PM EDT,915.0,5.5,0.0,0.0,0.0,-,19,117,12.50%
47,TSLA220401C00920000,2022-03-14 3:55PM EDT,920.0,5.39,0.0,0.0,0.0,-,204,666,12.50%
48,TSLA220401C00925000,2022-03-14 3:58PM EDT,925.0,4.95,0.0,0.0,0.0,-,134,365,12.50%
49,TSLA220401C00930000,2022-03-14 3:11PM EDT,930.0,4.3,0.0,0.0,0.0,-,44,177,12.50%
50,TSLA220401C00935000,2022-03-14 3:56PM EDT,935.0,4.25,0.0,0.0,0.0,-,11,207,12.50%
51,TSLA220401C00940000,2022-03-14 2:34PM EDT,940.0,4.0,0.0,0.0,0.0,-,194,378,12.50%
52,TSLA220401C00945000,2022-03-14 3:01PM EDT,945.0,3.5,0.0,0.0,0.0,-,48,96,25.00%
53,TSLA220401C00950000,2022-03-14 3:58PM EDT,950.0,3.38,0.0,0.0,0.0,-,364,568,25.00%
54,TSLA220401C00955000,2022-03-14 3:57PM EDT,955.0,3.12,0.0,0.0,0.0,-,26,208,25.00%
55,TSLA220401C00960000,2022-03-14 3:32PM EDT,960.0,2.6,0.0,0.0,0.0,-,45,199,25.00%
56,TSLA220401C00965000,2022-03-14 3:00PM EDT,965.0,2.49,0.0,0.0,0.0,-,25,64,25.00%
57,TSLA220401C00970000,2022-03-14 3:59PM EDT,970.0,2.41,0.0,0.0,0.0,-,50,212,25.00%
58,TSLA220401C00975000,2022-03-14 3:59PM EDT,975.0,2.28,0.0,0.0,0.0,-,247,382,25.00%
59,TSLA220401C00980000,2022-03-14 3:55PM EDT,980.0,2.08,0.0,0.0,0.0,-,213,391,25.00%
60,TSLA220401C00985000,2022-03-14 3:38PM EDT,985.0,1.7,0.0,0.0,0.0,-,12,161,25.00%
61,TSLA220401C00990000,2022-03-14 3:12PM EDT,990.0,1.68,0.0,0.0,0.0,-,118,166,25.00%
62,TSLA220401C00995000,2022-03-14 3:07PM EDT,995.0,1.61,0.0,0.0,0.0,-,16,36,25.00%
63,TSLA220401C01000000,2022-03-14 3:59PM EDT,1000.0,1.5,0.0,0.0,0.0,-,714,1709,25.00%
64,TSLA220401C01005000,2022-03-14 3:58PM EDT,1005.0,1.42,0.0,0.0,0.0,-,18,73,25.00%
65,TSLA220401C01010000,2022-03-14 3:53PM EDT,1010.0,1.37,0.0,0.0,0.0,-,32,159,25.00%
66,TSLA220401C01015000,2022-03-14 1:14PM EDT,1015.0,1.09,0.0,0.0,0.0,-,16,48,25.00%
67,TSLA220401C01020000,2022-03-14 1:52PM EDT,1020.0,1.16,0.0,0.0,0.0,-,10,89,25.00%
68,TSLA220401C01025000,2022-03-14 3:51PM EDT,1025.0,1.05,0.0,0.0,0.0,-,112,166,25.00%
69,TSLA220401C01030000,2022-03-14 3:59PM EDT,1030.0,0.99,0.0,0.0,0.0,-,30,79,25.00%
70,TSLA220401C01035000,2022-03-14 3:25PM EDT,1035.0,0.87,0.0,0.0,0.0,-,516,404,25.00%
71,TSLA220401C01040000,2022-03-14 12:24PM EDT,1040.0,0.9,0.0,0.0,0.0,-,22,88,25.00%
72,TSLA220401C01045000,2022-03-14 2:37PM EDT,1045.0,0.82,0.0,0.0,0.0,-,44,69,25.00%
73,TSLA220401C01050000,2022-03-14 3:49PM EDT,1050.0,0.78,0.0,0.0,0.0,-,594,377,25.00%
74,TSLA220401C01055000,2022-03-14 3:59PM EDT,1055.0,0.69,0.0,0.0,0.0,-,16,83,25.00%
75,TSLA220401C01060000,2022-03-14 3:10PM EDT,1060.0,0.63,0.0,0.0,0.0,-,15,50,25.00%
76,TSLA220401C01065000,2022-03-14 12:04PM EDT,1065.0,0.59,0.0,0.0,0.0,-,7,56,25.00%
77,TSLA220401C01070000,2022-03-14 2:33PM EDT,1070.0,0.58,0.0,0.0,0.0,-,14,188,25.00%
78,TSLA220401C01075000,2022-03-14 12:43PM EDT,1075.0,0.55,0.0,0.0,0.0,-,3,69,25.00%
79,TSLA220401C01080000,2022-03-14 1:52PM EDT,1080.0,0.52,0.0,0.0,0.0,-,135,123,25.00%
80,TSLA220401C01090000,2022-03-14 12:20PM EDT,1090.0,0.46,0.0,0.0,0.0,-,11,107,25.00%
81,TSLA220401C01100000,2022-03-14 3:52PM EDT,1100.0,0.4,0.0,0.0,0.0,-,205,990,25.00%
82,TSLA220401C01110000,2022-03-14 1:07PM EDT,1110.0,0.35,0.0,0.0,0.0,-,7,72,25.00%
83,TSLA220401C01120000,2022-03-11 12:38PM EDT,1120.0,0.62,0.0,0.0,0.0,-,7,34,25.00%
84,TSLA220401C01125000,2022-03-14 1:14PM EDT,1125.0,0.31,0.0,0.0,0.0,-,1,58,25.00%
85,TSLA220401C01130000,2022-03-14 2:12PM EDT,1130.0,0.31,0.0,0.0,0.0,-,2,50,25.00%
86,TSLA220401C01140000,2022-03-14 3:00PM EDT,1140.0,0.22,0.0,0.0,0.0,-,3,104,25.00%
87,TSLA220401C01150000,2022-03-14 3:59PM EDT,1150.0,0.25,0.0,0.0,0.0,-,24,185,25.00%
88,TSLA220401C01160000,2022-03-14 3:56PM EDT,1160.0,0.18,0.0,0.0,0.0,-,9,93,25.00%
89,TSLA220401C01170000,2022-03-14 10:50AM EDT,1170.0,0.2,0.0,0.0,0.0,-,9,23,25.00%
90,TSLA220401C01175000,2022-03-14 3:51PM EDT,1175.0,0.15,0.0,0.0,0.0,-,18,24,25.00%
91,TSLA220401C01180000,2022-03-14 3:47PM EDT,1180.0,0.17,0.0,0.0,0.0,-,13,82,25.00%
92,TSLA220401C01190000,2022-03-11 12:55PM EDT,1190.0,0.39,0.0,0.0,0.0,-,1,14,50.00%
93,TSLA220401C01200000,2022-03-14 3:30PM EDT,1200.0,0.14,0.0,0.0,0.0,-,90,1414,50.00%
94,TSLA220401C01210000,2022-03-14 1:09PM EDT,1210.0,0.15,0.0,0.0,0.0,-,3,48,50.00%
95,TSLA220401C01220000,2022-03-14 11:08AM EDT,1220.0,0.16,0.0,0.0,0.0,-,1,78,50.00%
96,TSLA220401C01230000,2022-03-14 3:08PM EDT,1230.0,0.11,0.0,0.0,0.0,-,5,20,50.00%
97,TSLA220401C01240000,2022-03-14 11:13AM EDT,1240.0,0.13,0.0,0.0,0.0,-,12,32,50.00%
98,TSLA220401C01250000,2022-03-11 4:59PM EDT,1250.0,0.25,0.0,0.0,0.0,-,2,124,50.00%
99,TSLA220401C01260000,2022-03-14 1:19PM EDT,1260.0,0.1,0.0,0.0,0.0,-,2,14,50.00%
100,TSLA220401C01270000,2022-03-14 2:43PM EDT,1270.0,0.08,0.0,0.0,0.0,-,1,32,50.00%
101,TSLA220401C01275000,2022-03-11 4:11PM EDT,1275.0,0.16,0.0,0.0,0.0,-,1,16,50.00%
102,TSLA220401C01280000,2022-03-09 1:23PM EDT,1280.0,0.27,0.0,0.0,0.0,-,1,53,50.00%
103,TSLA220401C01290000,2022-03-14 1:19PM EDT,1290.0,0.09,0.0,0.0,0.0,-,6,41,50.00%
104,TSLA220401C01300000,2022-03-14 3:28PM EDT,1300.0,0.06,0.0,0.0,0.0,-,18,214,50.00%
105,TSLA220401C01325000,2022-03-14 11:51AM EDT,1325.0,0.11,0.0,0.0,0.0,-,1,138,50.00%
106,TSLA220401C01350000,2022-03-14 1:01PM EDT,1350.0,0.03,0.0,0.0,0.0,-,2,80,50.00%
107,TSLA220401C01375000,2022-03-11 4:21PM EDT,1375.0,0.11,0.0,0.0,0.0,-,3,89,50.00%
108,TSLA220401C01400000,2022-03-11 3:45PM EDT,1400.0,0.08,0.0,0.0,0.0,-,2,178,50.00%
109,TSLA220401C01425000,2022-03-10 3:14PM EDT,1425.0,0.05,0.0,0.0,0.0,-,8,157,50.00%
110,TSLA220401C01450000,2022-03-10 4:00PM EDT,1450.0,0.12,0.0,0.0,0.0,-,3,22,50.00%
111,TSLA220401C01475000,2022-03-09 3:36PM EDT,1475.0,0.09,0.0,0.0,0.0,-,6,80,50.00%
112,TSLA220401C01500000,2022-03-14 2:05PM EDT,1500.0,0.03,0.0,0.0,0.0,-,27,372,50.00%
113,TSLA220401C01525000,2022-03-09 12:00PM EDT,1525.0,0.09,0.0,0.0,0.0,-,11,39,50.00%
114,TSLA220401C01550000,2022-03-08 4:04PM EDT,1550.0,0.05,0.0,0.0,0.0,-,1,4,50.00%
115,TSLA220401C01575000,2022-02-28 3:56PM EDT,1575.0,0.25,0.0,0.0,0.0,-,1,4,50.00%
116,TSLA220401C01600000,2022-03-11 3:47PM EDT,1600.0,0.05,0.0,0.0,0.0,-,20,43,50.00%
117,TSLA220401C01625000,2022-02-23 10:49AM EDT,1625.0,0.13,0.0,0.0,0.0,-,-,3,50.00%
118,TSLA220401C01650000,2022-02-28 4:28PM EDT,1650.0,0.23,0.0,0.0,0.0,-,4,35,50.00%
119,TSLA220401C01700000,2022-03-04 2:38PM EDT,1700.0,0.15,0.0,0.0,0.0,-,1,6,50.00%
120,TSLA220401C01750000,2022-03-07 2:16PM EDT,1750.0,0.08,0.0,0.0,0.0,-,3,36,50.00%
121,TSLA220401C01800000,2022-03-14 11:51AM EDT,1800.0,0.02,0.0,0.0,0.0,-,3,167,50.00%
