,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
28,AAPL220715P00190000,2022-05-13 2:06PM EDT,190.0,44.95,43.8,44.15,0.0,-,2,2428,30.96%
29,AAPL220715P00195000,2022-05-13 2:06PM EDT,195.0,49.93,48.55,51.15,0.0,-,1,897,58.02%
30,AAPL220715P00200000,2022-05-13 3:59PM EDT,200.0,52.9,53.65,54.0,0.0,-,13,1063,0.00%
31,AAPL220715P00205000,2022-05-12 10:55AM EDT,205.0,59.75,56.9,60.75,0.0,-,3,2,61.28%
32,AAPL220715P00210000,2022-05-13 10:53AM EDT,210.0,63.15,63.65,64.0,0.0,-,1,71,0.00%
33,AAPL220715P00215000,2022-05-11 2:44PM EDT,215.0,67.02,68.65,69.0,0.0,-,2,0,0.00%
34,AAPL220715P00220000,2022-05-12 3:38PM EDT,220.0,78.9,71.85,75.7,0.0,-,1,0,69.60%
35,AAPL220715P00225000,2022-04-29 10:59AM EDT,225.0,62.76,78.65,80.8,0.0,-,22,0,60.45%
36,AAPL220715P00230000,2022-04-26 3:27PM EDT,230.0,72.79,83.5,83.85,0.0,-,23,1,0.00%
37,AAPL220715P00235000,2022-04-11 3:59PM EDT,235.0,69.67,86.65,91.0,0.0,-,1,0,80.47%
38,AAPL220715P00240000,2022-05-04 3:13PM EDT,240.0,75.7,92.8,95.2,0.0,-,1,0,74.19%
39,AAPL220715P00245000,2022-05-16 12:10AM EDT,245.0,95.78,98.65,99.05,0.0,-,-,-,47.66%
40,AAPL220715P00250000,2022-05-09 2:56PM EDT,250.0,96.9,103.8,104.2,0.0,-,1,0,58.59%
41,AAPL220715P00260000,2022-05-10 11:56AM EDT,260.0,106.5,113.65,114.0,0.0,-,1,0,0.00%
42,AAPL220715P00270000,2022-02-14 2:56PM EDT,270.0,103.0,111.55,112.0,0.0,-,1,0,0.00%
43,AAPL220715P00280000,2022-05-06 3:39PM EDT,280.0,121.95,132.5,135.8,0.0,-,1,0,66.21%
44,AAPL220715P00300000,2022-05-04 2:20PM EDT,300.0,138.85,152.5,155.8,0.0,-,1,0,72.07%
