,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
34,AAPL220401C00205000,2022-03-25 3:47PM EDT,205.0,0.01,0.01,0.02,-0.02,-66.67%,845,1051,48.83%
35,AAPL220401C00210000,2022-03-25 3:53PM EDT,210.0,0.01,0.0,0.02,-0.01,-50.00%,165,297,51.56%
36,AAPL220401C00215000,2022-03-25 3:53PM EDT,215.0,0.01,0.0,0.01,0.0,-,110,1133,53.13%
37,AAPL220401C00220000,2022-03-25 9:49AM EDT,220.0,0.01,0.0,0.01,0.0,-,26,218,59.38%
38,AAPL220401C00225000,2022-03-16 11:35AM EDT,225.0,0.01,0.0,0.02,0.0,-,2,568,68.75%
39,AAPL220401C00230000,2022-03-25 2:05PM EDT,230.0,0.01,0.0,0.01,0.0,-,1,192,68.75%
40,AAPL220401C00235000,2022-03-04 12:20PM EDT,235.0,0.01,0.0,0.01,0.0,-,20,23,75.00%
41,AAPL220401C00240000,2022-03-14 11:06AM EDT,240.0,0.01,0.0,0.01,0.0,-,1,292,78.13%
42,AAPL220401C00245000,2022-02-25 1:46PM EDT,245.0,0.03,0.0,0.01,0.0,-,90,90,84.38%
43,AAPL220401C00250000,2022-03-23 11:32AM EDT,250.0,0.01,0.0,0.01,0.0,-,1,144,87.50%
